transcript_id,s1,s10,s11,s12,s2,s3,s4,s5,s6,s7,s8,s9
NM_027163,0,0,0,0,0,0,0,0,0,0,0,0
NR_045802,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290812,6,29,3,0,1,0,4,6,9,1,17,10
NM_001290811,207,256,91,179,126,270,365,291,251,45,297,266
NM_027947,150,103,0,83,3,88,138,314,2,3,2,693
NR_102309,0,0,0,0,0,0,0,0,0,0,0,0
NM_009105,2630,3197,2694,2010,2445,2131,2675,2852,3037,2309,4429,2960
NM_001003815,41,42,19,11,10,13,47,25,39,22,88,27
NM_001290819,702,788,692,471,633,528,565,0,516,451,940,705
NM_010658,1808,1545,1505,1017,1116,1211,1237,793,706,363,971,1590
NM_012018,996,1238,938,1014,460,756,894,912,188,792,1778,1086
NM_026785,12,9,8,4,22,3,30,164,502,236,270,14
NM_018888,731,750,726,483,532,502,607,612,675,434,965,827
NM_001291079,0,0,0,0,0,0,0,0,0,0,0,0
NM_183180,895,1219,1049,1016,965,1028,1043,692,727,551,1005,1252
NM_001110497,289,407,137,182,139,0,264,252,0,202,396,250
NM_001291074,1572,1936,1649,1392,1500,1164,1541,1806,2108,1327,3226,1787
NR_029538,0,0,0,0,0,0,0,0,0,0,0,0
NR_029381,0,0,0,0,0,0,0,0,0,0,0,0
NM_027017,19,21,26,14,6,17,8,24,38,20,39,31
NM_007967,0,0,0,0,0,0,0,0,0,0,0,0
NM_027014,18,73,42,23,36,16,34,101,129,85,127,38
NM_001198874,0,0,0,0,0,0,0,0,0,0,0,0
NM_001198875,0,0,0,0,0,0,0,0,0,0,0,0
NM_001198876,1272,1419,1383,937,1121,932,1618,1476,1702,923,2875,1493
NM_016973,1060,952,818,816,1182,766,717,917,934,476,1191,863
NM_001198872,0,0,0,0,1,0,0,0,0,0,0,0
NM_001198873,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011834,0,0,0,0,0,0,0,0,0,0,0,0
NM_001109906,1669,1716,1398,1351,1071,1006,1187,1203,658,1091,1874,1442
NM_026944,485,649,459,439,416,340,425,527,526,449,869,537
NM_001198878,0,0,0,0,0,0,0,0,0,0,0,0
NM_177726,0,0,0,0,0,0,0,0,0,0,0,0
NM_177725,2197,2077,1952,1688,1869,1674,1843,2011,2204,1619,3585,2217
NM_026765,855,937,785,670,709,593,694,742,743,503,1167,887
NR_035406,0,0,0,0,0,0,0,0,0,0,0,0
NM_198326,22,62,57,50,71,72,53,48,33,11,24,36
NM_030560,611,697,589,436,481,446,552,569,629,133,384,673
NM_146837,0,0,0,0,0,0,0,0,0,0,0,0
NM_009897,0,0,0,0,0,0,0,0,0,0,0,0
NM_025942,706,899,715,520,598,570,689,912,1069,749,1280,767
NM_025947,1322,1889,1146,1161,1494,786,1420,1343,1733,971,2215,1752
NM_001159612,281,264,215,154,192,176,212,384,134,258,272,241
NM_001159610,163,93,271,65,0,103,72,65,64,0,93,94
NM_011106,1313,1407,1391,947,814,719,965,1575,1335,1206,2383,1488
NM_016804,638,779,587,502,559,467,611,736,851,600,1248,669
NM_178059,0,7,0,0,0,0,0,0,0,0,0,6
NM_021464,0,0,0,0,0,0,0,0,0,0,0,0
NM_133626,183,210,155,112,157,104,287,326,282,287,730,259
NR_106139,0,0,0,0,0,0,0,0,0,0,0,0
NM_030743,1255,1497,1333,1035,1219,963,1060,1679,1936,1363,3234,1452
NR_106135,2,1,3,2,2,1,2,1,1,2,2,2
NM_001276400,0,0,0,0,0,0,0,0,0,0,0,0
NM_207632,0,0,0,0,0,0,0,0,0,0,0,0
NM_198214,5,0,2,7,8,5,0,3,2,0,7,3
NM_181589,20,26,9,13,37,9,24,359,763,362,526,19
NM_173396,252,277,254,187,253,102,178,347,448,222,511,253
NM_028923,1488,1790,1527,1166,1297,1130,1289,1392,1641,1065,2140,1763
NM_026124,991,1121,869,764,877,772,951,1227,1439,871,1967,1040
NM_029432,2647,2861,2394,1786,2089,2003,2450,2105,2190,1634,3437,2802
NM_029437,0,0,16,0,0,0,0,431,0,0,291,543
NM_133240,212,234,218,178,178,157,174,216,255,144,325,243
NM_001037326,2,21,3,15,17,15,10,11,12,20,36,9
NR_015544,0,0,0,0,0,0,0,0,0,0,0,0
NM_026161,43,36,24,19,39,21,29,18,11,14,25,34
NM_026162,43443,42152,39289,26136,31830,30077,32218,23759,21645,19046,34688,43976
NR_105847,0,0,0,0,0,0,0,0,0,0,0,0
NM_001199902,0,0,0,0,0,0,95,0,0,0,0,0
NM_175427,3,0,0,0,3,0,2,6,28,3,16,0
NR_040608,0,0,0,0,0,0,0,0,0,0,0,0
NR_040609,0,0,0,0,0,0,0,0,0,0,0,0
NM_007615,1,5,15,2,2,3,0,2,293,4,2,0
NM_001165935,0,0,0,0,0,0,0,0,1,0,0,0
NR_015558,0,0,0,0,0,0,0,2,0,0,6,0
NM_001165932,0,0,0,0,0,0,0,0,0,0,0,0
NM_030188,189,223,216,163,165,145,173,201,234,122,229,243
NM_001177406_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177406_2,0,0,0,0,408,269,0,0,243,0,0,0
NM_001177406_1,363,629,356,244,415,286,0,0,184,0,75,340
NM_016775,921,867,1807,1136,1317,1347,488,1295,2191,1379,1273,528
NM_029983,0,0,0,0,5,0,0,0,0,0,0,0
NM_001242407,1269,1008,870,365,877,595,1359,259,1210,0,1973,1352
NM_001146350,319,578,407,458,475,277,484,388,1533,728,1144,1440
NM_001177404_2,0,0,0,0,0,0,0,0,0,0,0,0
NM_023815,210,189,171,142,152,103,157,141,199,103,254,189
NM_001085546,0,0,0,0,0,0,12,0,0,9,32,31
NM_028104,0,0,0,0,0,0,0,0,0,0,0,0
NM_175392,655,842,774,963,539,826,7,941,2,701,5,489
NM_028109,0,0,3,0,13,0,0,118,191,117,372,0
NM_011923,8721,8698,8810,7113,7334,7371,7412,6422,7063,5151,7315,9706
NM_175550,714,899,719,650,640,600,620,613,685,548,1161,778
NM_175551,1328,1777,1516,1180,1198,1223,1275,1586,1697,1109,2318,1696
NM_146788,0,0,0,0,0,0,0,0,0,0,0,0
NM_007760,1717,1787,1499,1301,1588,1277,1580,1403,1514,1048,2263,1737
NM_173734,407,454,657,290,482,597,357,412,690,327,703,578
NM_001011695,0,0,0,0,0,0,0,0,0,0,0,0
NM_146978,0,0,0,0,0,0,0,0,0,0,0,0
NM_146977,0,0,0,0,0,0,0,0,0,0,0,0
NM_146974,0,0,0,0,0,0,0,0,0,0,0,0
NM_146975,0,0,0,0,0,0,0,0,0,0,0,0
NM_146972,0,0,0,0,0,0,0,0,0,0,0,0
NM_146973,0,0,0,0,0,0,0,0,0,0,0,0
NM_001085495,1555,1814,1612,1312,1242,1296,1481,1436,1632,1223,2651,1804
NM_146971,0,0,0,0,0,0,0,0,0,0,0,0
NM_029309,0,0,0,0,0,0,0,0,7,3,7,0
NM_001199124,0,3,0,0,0,0,0,57,265,45,110,0
NM_001160410,0,0,0,0,0,0,0,0,0,0,0,0
NM_001199123,8,3,6,9,17,5,12,87,69,74,40,5
NM_028747,0,0,0,0,0,0,0,0,0,0,0,0
NM_011699,1224,1521,1109,866,1211,1061,1108,1185,1213,992,1657,1264
NM_146373,0,0,0,0,0,0,0,0,0,0,0,0
NM_146374,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011529,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039390,15,2,11,6,6,2,7,13,16,24,33,43
NM_001113214,180,513,152,258,202,148,507,108,298,293,845,537
NM_021405,0,0,0,0,0,0,0,0,0,0,0,0
NM_001113213,1122,1062,1097,984,1059,917,867,1168,1206,816,1653,964
NM_001177480_1,9,0,0,0,0,0,15,0,7,0,0,26
NM_025633,660,872,693,696,668,502,700,561,492,402,1026,655
NM_183271,0,0,0,0,0,0,0,0,0,0,0,0
NM_178375,183,173,179,145,130,99,128,142,157,83,215,173
NR_030547,0,1,1,2,0,1,1,1,1,1,1,1
NM_001290625,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290626,331,111,84,70,248,74,138,145,186,73,322,279
NM_031167,0,0,0,0,0,0,0,139,233,0,32,0
NM_007442,22,39,21,22,26,23,8,33,39,16,49,37
NM_009298,500,555,518,445,479,377,457,540,627,396,938,544
NR_039548,0,0,0,0,0,0,0,0,0,0,0,0
NM_009295,1232,1162,1184,1055,1119,965,1218,1351,1459,912,2074,1034
NM_153820,120,155,140,82,103,85,96,77,73,64,146,148
NR_039540,0,0,0,1,0,0,0,0,0,0,0,0
NM_177846,884,1209,720,659,638,835,899,561,503,325,713,910
NM_147153,277,584,457,365,271,226,764,246,216,357,716,254
NM_080854,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011836,0,0,0,0,0,0,0,0,0,0,0,0
NM_013510,0,0,0,0,0,0,0,0,0,0,0,0
NM_011521,8217,9839,7263,5601,7410,6243,7375,8384,8289,6821,17923,7349
NM_013515,655,949,812,591,553,606,644,1101,1580,777,1604,823
NM_011743,5713,5962,5329,3934,4466,4418,5134,4889,5424,3852,8652,6039
NR_105966,0,0,0,0,1,0,0,0,0,0,2,0
NR_038162,0,5,0,6,0,0,0,5,0,0,11,0
NM_207134,0,0,0,0,0,0,0,0,0,0,0,0
NM_177840,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271575,0,0,0,0,0,0,0,0,0,0,0,0
NM_177841,5,0,2,4,5,5,12,0,4,9,5,2
NM_001276425,260,291,227,177,155,115,157,314,398,221,470,246
NM_001267846,0,0,0,219,220,0,251,279,325,90,304,104
NM_001267847,0,0,0,0,0,0,0,0,0,0,0,0
NM_025983,1377,1963,1541,1241,1312,1127,1542,1723,2242,1403,2674,1580
NM_001276423,337,254,233,276,315,558,216,432,155,164,663,488
NM_146792,0,0,0,0,0,0,0,0,0,0,0,0
NM_007995,0,0,0,0,0,0,0,0,0,0,0,0
NM_146790,0,0,0,0,0,0,0,0,0,0,0,0
NM_146791,0,0,0,0,0,0,0,0,0,0,0,0
NM_001159582,449,664,350,508,570,577,468,605,0,595,815,413
NM_146794,0,0,0,0,0,0,0,0,0,0,0,0
NM_007993,55756,55760,49960,45857,58062,48738,71916,76717,92937,68320,136413,60698
NM_001166024,220,400,825,203,276,216,817,436,839,330,1452,291
NR_028422,0,0,0,0,0,0,2,0,0,0,0,0
NM_027225,319,295,249,201,239,122,241,137,288,215,414,337
NM_001025093,138,383,1,107,213,177,163,204,210,121,138,182
NM_029599,0,0,0,0,0,0,0,0,0,0,0,0
NM_001077632,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271469,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271468,300,383,332,252,148,231,262,354,443,278,585,303
NR_110359,0,0,0,0,0,0,0,0,0,0,0,0
NM_172659,0,4,6,5,0,0,0,22,33,28,90,0
NM_001110229,527,1877,1132,1382,1041,1256,1238,1728,2328,489,2562,1591
NM_001271462,0,0,0,0,0,0,2,0,0,0,0,0
NM_001271461,0,1,0,0,1,0,1,0,0,0,0,339
NM_001271467,0,4,3,2,2,8,5,3,6,2,20,2
NR_110351,0,0,47,0,0,0,0,0,28,0,56,0
NR_110352,0,0,0,15,0,0,0,0,28,0,0,0
NM_019690,57,65,37,52,58,48,73,38,29,47,89,43
NM_019696,14801,20870,16045,11180,16159,10945,12698,17072,19702,11805,23100,17174
NM_027788,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177320,1509,1188,1069,0,958,417,1237,818,1095,0,0,428
NM_011355,10,11,8,0,9,6,8,16,8,16,35,5
NM_011354,5948,7268,6311,4741,5572,4868,5781,6613,8323,4635,9531,6734
NM_178607,895,972,847,635,902,715,913,763,904,638,1178,937
NM_011356,13,45,71,49,13,21,44,56,112,34,40,59
NM_008523,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289593,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163476,22,2,7,3,0,20,0,2,38,15,9,8
NM_010889,44,35,41,54,44,22,111,42,30,33,147,50
NM_001011833,0,0,0,0,0,0,0,0,0,0,0,0
NM_013731,0,0,0,0,0,0,0,0,0,0,0,0
NR_033225,601,505,409,376,411,356,338,328,206,225,411,565
NR_037271,0,0,0,0,0,0,0,0,0,0,0,0
NR_037270,0,0,0,0,0,0,1,0,0,0,0,0
NM_013735,1497,1716,1157,1095,1329,1122,1311,1309,1665,949,2505,1547
NM_033615,259,431,309,201,465,336,419,169,91,63,358,479
NM_198725,0,0,0,0,0,0,0,104,0,0,89,0
NM_027172,27,28,31,35,36,13,22,33,31,39,44,38
NM_027175,298,378,270,200,273,186,226,257,332,214,412,294
NM_001171640,0,0,2,2,0,0,0,2,0,0,2,1
NM_001290824,268,601,385,237,350,455,707,616,721,443,484,559
NM_001290820,232,211,178,149,120,192,175,161,197,89,181,241
NM_177157,3,0,0,0,3,0,0,0,0,0,4,0
NM_009116,376,474,383,426,436,373,566,559,786,439,905,519
NM_001100415,0,0,0,0,0,0,0,0,0,0,1,0
NM_001291065,0,0,0,0,0,0,0,0,0,0,0,0
NM_183113,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291067,8,5,3,8,7,4,6,5,3,3,6,0
NM_001291061,0,59,0,36,37,0,98,57,54,71,92,53
NM_152947,0,0,0,0,0,0,0,0,0,0,0,0
NM_028141,90,142,93,127,85,86,74,111,73,80,7,111
NM_026574,1184,1423,1193,1066,1130,948,1176,1283,1442,1082,2620,1300
NM_207706,1,2,1,1264,1,1,0,1,1,0,2,1
NM_146908,0,0,0,0,0,0,0,0,0,0,0,0
NM_027552,0,0,0,0,0,0,0,0,0,0,0,0
NM_016907,0,4,6,0,0,3,8,2,6,0,10,5
NM_025885,497,598,483,328,401,308,405,558,606,380,851,484
NM_021527,419,547,408,290,279,401,238,140,313,211,442,479
NM_021526,877,1229,906,669,859,672,923,1346,1624,1185,2409,993
NM_001024849,1054,1320,914,716,980,669,895,973,1138,772,1697,1016
NR_045729,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011825,0,0,0,0,0,0,0,0,0,0,0,0
NM_026754,0,0,0,0,0,0,0,0,0,0,0,0
NM_146944,0,0,0,0,0,0,0,0,0,0,0,0
NR_036450,862,1292,791,587,1002,582,712,819,743,712,1263,900
NM_026688,1225,1703,1377,1008,1095,883,1110,1382,1527,1021,2152,1474
NM_009608,11,0,15,17,16,14,6,3,13,0,0,15
NM_011171,85,148,170,282,178,165,181,206,173,214,396,238
NM_011170,3854,5423,4645,3740,3960,3869,4084,2979,3212,2194,4223,4813
NM_001289749,0,0,0,0,0,0,0,0,0,0,0,0
NM_130451,1120,1280,1046,847,1105,848,1040,1095,1047,737,1699,1103
NM_130452,3,2,0,0,6,0,5,0,0,3,0,4
NM_001033197,62,76,55,40,41,42,40,64,73,40,99,64
NM_001033196,2912,3027,2664,2298,2332,2041,2358,3100,3134,2895,6845,3018
NM_001177405_1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177405_2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177405_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_144783,8,168,36,89,156,35,49,47,166,31,49,194
NR_106125,0,1,0,1,0,0,0,0,0,0,0,0
NM_025314,535,695,550,377,515,431,490,437,461,326,701,641
NM_173030,0,0,0,0,0,0,0,0,0,0,0,0
NM_144786,81,223,178,112,95,72,89,183,198,132,341,146
NR_103465,79,115,71,81,65,43,80,94,107,90,197,83
NM_177025,54,91,151,95,15,164,9,111,53,0,72,134
NM_001083329,96,120,126,93,35,166,0,55,0,0,177,0
NM_028914,0,0,0,0,0,0,0,0,0,0,0,0
NM_178249,0,0,0,0,0,0,0,0,0,0,0,0
NM_007914,4,11,9,7,3,7,6,8,7,5,6,4
NM_009735,22952,42027,36653,24072,22165,17887,22387,91467,100580,74938,155866,35299
NM_009732,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164325,441,799,329,578,565,472,0,669,528,723,1222,1090
NM_133501,402,436,354,417,324,257,217,172,136,154,310,445
NM_133500,240,246,241,176,194,175,211,220,259,79,300,281
NM_009236,91,48,37,28,27,74,18,69,44,9,67,93
NM_001141981,693,728,548,459,660,377,677,711,764,557,915,839
NM_001083328,129,140,130,51,73,29,148,148,117,0,83,0
NM_001011759,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011758,0,0,0,0,0,0,0,0,0,0,0,0
NM_175419,331,353,284,283,232,216,252,191,244,169,515,346
NM_133763,679,752,635,550,581,501,524,634,796,512,1093,706
NM_007601,79,58,60,56,53,47,33,26,15,23,55,50
NM_001165941,5,4,170,146,0,5,7,196,174,1,298,4
NM_001165942,27,19,4,9,12,15,15,5,7,18,42,7
NM_001165943,0,0,0,0,0,0,0,0,0,0,0,0
NM_144944,0,0,0,0,0,0,0,0,0,0,0,0
NM_013554,0,0,0,0,0,0,0,0,0,0,0,0
NM_153387,823,617,698,143,614,191,375,554,780,408,342,407
NM_146884,0,0,0,0,0,0,0,0,0,0,0,0
NM_008397,78,63,21,28,21,48,23,93,42,39,190,65
NM_008395,1797,1787,1559,447,1583,1406,1273,1596,1770,1598,2251,1732
NR_033447,0,0,0,1,1,0,0,0,0,0,0,0
NM_016744,0,0,0,0,0,11,0,0,691,0,0,0
NM_001146348,632,366,509,965,365,392,532,217,1082,1104,1254,1278
NM_029512,14,21,158,789,19,9,1,389,32,393,702,10
NM_203345,0,0,0,0,0,0,0,0,0,0,0,0
NM_001003960,43,13,0,35,35,0,0,0,94,0,4,4
NM_009422,560,827,904,439,597,339,475,634,708,457,1133,823
NM_009421,63,99,50,57,70,34,51,131,297,98,252,74
NM_001003963,0,24,0,0,0,0,36,0,0,23,0,0
NM_009424,942,1147,1007,715,801,769,886,862,766,630,1272,1115
NM_146895,0,0,0,0,0,0,0,0,0,0,0,0
NM_146897,0,0,0,0,0,0,0,0,0,0,0,0
NM_146896,0,0,0,0,0,0,0,0,0,0,0,0
NM_146891,0,0,0,0,0,0,0,0,0,0,0,0
NM_146893,0,0,0,0,0,0,0,0,0,0,0,0
NM_146892,0,0,0,0,0,0,0,0,0,0,0,0
NM_145760,1579,1713,1627,1298,1825,1242,1567,657,2197,1208,2527,2067
NM_146899,0,0,0,0,0,0,0,0,0,0,0,0
NR_029460,481,508,489,391,314,337,350,411,467,246,638,532
NM_011917,1556,1917,1528,1120,1219,1208,1405,1719,2145,1516,2946,1699
NM_001006679,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039120,0,0,0,0,0,0,0,0,0,0,0,0
NM_001287739,1,1,1,2861,1,1705,1,1969,1,1497,1,1
NM_146943,0,0,0,0,0,0,0,0,0,0,0,0
NM_146942,0,0,0,0,0,0,0,0,0,0,0,0
NM_146941,0,0,0,0,0,0,0,0,0,0,0,0
NM_146940,0,0,0,0,0,0,0,0,0,0,0,0
NM_146947,0,0,0,0,0,0,0,0,0,0,0,0
NM_146946,0,0,0,0,0,0,0,0,0,0,0,0
NM_146945,0,0,0,0,0,0,0,0,0,0,0,0
NM_025531,587,677,600,448,556,437,593,804,957,581,1303,599
NM_146949,0,0,0,0,0,0,0,0,0,0,0,0
NM_146948,0,0,0,0,0,0,0,0,0,0,0,0
NM_173749,9177,12018,11364,7856,9270,6863,8381,5100,4614,4350,7820,11002
NM_001285512,0,0,0,0,550,4,0,0,0,0,0,6
NM_001285513,0,0,0,0,0,0,0,246,223,156,260,0
NM_198005,17,21,9,41,0,23,24,12,14,9,11,12
NM_001033452,0,0,0,0,0,0,0,0,0,0,0,0
NM_198001,249,349,327,226,258,221,214,383,433,267,717,302
NM_198000,0,0,0,0,0,0,0,0,0,0,0,0
NM_001085448,221,0,197,221,221,172,181,195,252,292,377,216
NM_001085449,776,879,626,615,470,461,647,704,650,492,1524,1011
NM_001166705,0,6,0,0,0,0,0,0,4,0,4,0
NM_178595,90,118,113,82,110,83,107,172,241,140,298,111
NM_028004,0,0,0,0,0,0,0,0,0,0,0,0
NM_001243103,0,0,0,0,0,0,0,0,0,0,0,0
NM_001243102,0,10,3,0,10,0,5,0,11,13,16,6
NM_001101804_2,0,0,0,0,0,0,0,0,0,0,0,0
NR_106143,0,1,1,1,0,1,0,1,1,1,1,1
NM_001011532,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011535,0,0,0,0,0,0,0,0,0,0,0,0
NM_144891,2,0,5,0,4,3,0,0,0,3,3,0
NM_001290570,0,0,0,0,0,2,0,0,0,0,0,4
NM_153155,11,7,5,8,15,16,13,4,11,4,6,7
NR_037297_1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001005227,0,0,0,0,0,0,0,0,0,0,0,0
NM_025626,140,176,152,152,173,195,234,170,221,161,258,213
NM_001290637,0,0,0,0,0,0,0,0,0,0,0,0
NR_040498,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290635,0,2,2,0,8,0,7,0,42,5,7,3
NM_001039087,0,0,8,0,6,2,0,0,1,0,0,0
NM_001290639,0,0,0,0,0,0,138,0,0,1,1,0
NR_040496,0,0,0,0,0,0,0,0,0,0,4,0
NM_001039086,52,80,121,60,81,124,77,67,71,67,175,130
NR_027510,160,70,162,93,136,222,75,71,107,226,166,111
NM_001290576,0,243,1,83,205,0,0,247,306,140,442,2
NR_027515,0,114,146,0,0,83,0,0,380,88,0,0
NM_025575,711,756,679,576,580,546,606,735,873,534,1136,819
NM_009936,46,42,59,57,35,37,47,36,45,48,135,46
NM_001166633,0,0,0,0,0,0,0,0,0,0,0,0
NM_175181,380,882,740,556,42,397,125,739,560,169,1438,495
NM_001024385,360,426,286,281,389,317,400,406,448,321,582,376
NM_001080708,254,289,224,246,284,201,258,188,223,150,350,251
NM_175184,1505,1499,1340,981,1279,1047,1364,1239,1336,955,1922,1592
NM_178939,1152,1409,1231,915,979,822,922,1175,1219,749,1860,1361
NM_001136072,213,255,178,142,162,131,372,267,306,199,271,343
NM_001136073,99,84,44,75,76,81,81,6,50,47,98,85
NM_023684,1012,1003,840,922,876,629,724,636,622,442,1155,882
NM_024465,1751,1945,1671,1351,1582,1245,1530,1464,1395,1124,2172,1966
NM_015754,1375,1720,1452,946,1181,1085,1153,1138,1151,875,1613,1520
NM_010894,0,0,0,0,0,0,0,0,0,0,0,0
NM_011774,1200,1175,643,866,1088,1073,1037,1021,1283,941,537,653
NM_001039560,0,0,0,0,0,0,0,0,0,0,0,0
NM_207140,0,0,0,0,0,0,0,0,0,0,0,0
NR_037312,1,1,1,1,1,1,1,1,1,1,3,1
NM_207142,9,3,7,3,5,6,4,4,4,2,4,2
NM_207149,0,0,0,0,0,0,0,0,0,0,0,0
NR_030440,1,1,0,0,0,1,0,0,0,0,1,0
NM_001252587,151,156,158,194,137,121,128,125,167,106,193,147
NM_001252585,956,499,901,567,907,1468,508,1039,809,210,885,552
NM_001252584,825,1170,687,341,750,31,601,932,1127,1163,1730,1381
NM_001177550,145,169,111,84,92,73,111,123,157,90,157,127
NM_015753,3215,9691,3602,2847,2915,5980,6603,3108,3476,3080,8810,9311
NM_001252580,3,0,9,2,2,1,0,0,0,1,2,2
NM_001145854,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145857,125,267,161,108,118,159,129,162,160,130,245,167
NR_027825,0,0,0,0,0,0,0,0,0,0,0,0
NM_001277186,46,55,363,449,44,22,45,53,51,28,71,28
NM_001166031,0,0,0,2,2,3,0,75,0,2,0,61
NM_001166033,2,2,7,0,0,0,0,7,7,0,2,5
NM_001277187,0,0,0,0,0,0,0,0,0,0,0,0
NM_001025431,1682,1376,1081,940,1353,1205,1094,1266,617,919,1863,1615
NM_010740,283,224,184,112,125,317,70,271,127,122,686,459
NM_001145863,0,0,0,0,0,0,0,0,0,0,0,0
NM_146529,0,0,0,0,0,0,0,0,0,0,0,0
NM_025631,0,0,0,0,0,0,0,0,0,0,0,0
NM_001190817,79,184,174,146,136,134,141,71,82,145,152,174
NM_001033778,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099328,0,0,0,0,0,0,0,0,2,0,2,0
NR_033495,0,0,0,0,0,0,0,0,0,0,0,0
NM_007682,5248,5350,4599,3894,4878,3910,4852,4397,5328,3905,6797,4880
NM_170593,15,11,13,7,4,26,7,31,35,34,74,29
NM_170592,477,569,429,402,403,400,423,582,616,357,865,569
NM_018753,8103,9458,7788,5484,6672,6190,7275,9274,9613,7176,14583,8742
NM_170598,474,461,357,362,416,510,292,550,736,312,995,261
NM_001099327,248,623,510,207,355,442,528,574,501,342,667,662
NM_001177313,8,3,3,3,13,32,40,10,35,10,10,59
NM_001006680,0,0,0,0,0,0,0,0,0,0,0,0
NM_001025576,1118,1595,996,782,731,776,771,1001,964,751,1274,1322
NM_001048176,2,12,20,8,5,4,7,9,7,5,5,23
NM_001025574,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177319,510,1491,774,611,782,1118,454,635,833,600,2394,1533
NR_027887,153,184,179,96,126,83,117,124,126,13,203,26
NM_146639,0,0,0,0,0,0,0,0,0,0,0,0
NM_146638,0,0,0,0,1,0,0,0,0,0,0,0
NM_181818,0,0,0,0,0,0,0,0,0,0,0,0
NM_010290,0,0,0,0,0,0,0,0,0,0,0,0
NM_183220,11,165,3,340,357,280,0,9,301,6,266,0
NM_001025377,0,0,0,0,0,0,0,0,0,0,0,0
NM_011580,143285,191797,117906,82756,109057,124729,133667,148975,159826,120229,266033,130113
NM_001025371,5,4,5,3,7,2,0,2,10,5,11,5
NM_146637,0,0,0,0,0,0,0,0,0,0,0,0
NR_033782,81,120,84,53,82,49,77,54,72,44,69,93
NM_013728,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177792,1,0,0,1,0,0,0,1,2,1,1,1
NM_001177793,31,0,0,0,24,13,59,14,24,0,0,22
NM_001177790,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177791,0,0,0,0,0,0,0,0,0,0,0,0
NR_037265,0,0,0,0,0,0,0,0,0,0,0,0
NM_013720,2782,3352,2696,2482,2415,2496,2907,2376,2487,2127,4396,3440
NM_013721,10674,14310,12386,9652,10826,9303,11036,14857,18262,11349,22786,12975
NR_037261,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177799,0,0,0,0,0,0,10,0,0,0,0,0
NM_146886,0,0,0,0,0,0,0,0,0,0,0,0
NR_045533,0,1,0,3,1,0,0,0,1,0,1,0
NM_001291178,0,0,0,0,0,0,0,0,0,0,0,0
NR_045535,57,6,13,0,4,10,108,101,8,2,22,7
NM_001033451,403,399,329,336,305,278,330,382,448,309,667,391
NR_045539,0,0,0,4,1,0,0,0,0,0,2,6
NR_045538,511,350,0,0,317,722,0,0,382,0,2002,0
NM_009977,0,0,0,0,0,0,0,0,0,0,0,0
NM_139051,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290837,85,137,74,83,77,84,47,62,104,60,115,91
NM_008402,2615,3013,2601,1967,2366,2278,2640,2631,3287,2093,3895,3085
NM_027964,0,0,0,0,0,0,0,0,0,0,0,0
NM_027961,0,0,0,0,0,0,0,0,0,0,0,0
NR_040362,3,0,0,0,0,0,2,0,0,0,0,0
NM_031373,1053,1161,1011,948,976,892,941,1801,2451,1582,3733,1124
NM_183162,3204,4226,3367,3126,2945,2685,3355,5217,5814,4047,11769,3524
NM_001283045,1,762,0,2,1,0,1,0,1,3,5,1
NM_001283046,2,1,2,0,46,3,22,10,1,1,2,0
NM_001283047,9,7,0,2,4,85,1,2,0,0,1,1
NM_001291016,29,0,25,33,0,0,0,0,0,32,46,30
NM_001291019,521,165,657,663,185,287,212,240,423,227,612,195
NM_026563,51,38,517,213,305,439,292,613,520,19,1078,786
NM_080558,1772,2065,1860,1404,1588,1599,1753,1642,1805,1223,2529,2037
NM_146778,0,0,0,0,0,0,0,0,0,0,0,0
NR_002867,0,0,0,0,0,0,0,0,0,0,0,0
NM_007947,0,0,0,0,0,0,0,0,0,0,0,0
NM_010160,0,0,0,0,0,0,1,0,0,0,0,0
